크리스마스 체크 셔츠,23,1,"179,100",10,"크리스마스의 대표 컬러에서 영감을 받은 체크 셔츠입니다. 부드럽게 표면을 긁어 일으킨 브러쉬드 소재로 포근하고, 레귤러핏으로 여유 있는 착용감을 선사합니다. 시선을 끄는 패턴으로 단독 착용으로도 개성을 더할 수 있고, 스웨터나 재킷과 함께 레이어드하면 한층 감각적인 스타일을 완성할 수 있습니다.",그린,"겉감: 면 52%, 폴리에스터 48%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/28/GM0024102882419_0_THNAIL_ORGINL_20241029145019732.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
크리스마스 체크 셔츠,23,1,"179,100",10,"크리스마스의 대표 컬러에서 영감을 받은 체크 셔츠입니다. 부드럽게 표면을 긁어 일으킨 브러쉬드 소재로 포근하고, 레귤러핏으로 여유 있는 착용감을 선사합니다. 시선을 끄는 패턴으로 단독 착용으로도 개성을 더할 수 있고, 스웨터나 재킷과 함께 레이어드하면 한층 감각적인 스타일을 완성할 수 있습니다.",레드,"겉감: 면 52%, 폴리에스터 48%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/28/GM0024102882418_0_THNAIL_ORGINL_20241029145018386.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
남녀공용 코듀로이 솔리드 셔츠,23,1,"179,100",10,"유행을 타지 않는 클래식한 디자인으로 오래도록 입을 수 있는 코듀로이 셔츠입니다. 부드러운 면 소재로 제작한 군더더기 없는 기본 아이템으로 오래도록 소장 가치가 있습니다. 몸에 편안하게 맞는 레귤러 핏이며, 성별에 관계없이 착용할 수 있는 자연스러운 색감의 제품으로 데일리룩부터 오피스룩까지 폭넓게 활용할 수 있습니다.",네이비,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/08/26/GM0024082632353_0_THNAIL_ORGINL_20240924172133472.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
체크 패딩 셔츠,23,1,"269,100",10,"도톰하고 굵은 짜임이 느껴지는 소재에 얇은 신슐레이트 패딩 안감을 세심하게 퀼팅한 체크 셔츠입니다. 앞면 포켓 외에도 양옆과 안쪽에도 포켓이 있어 실용성이 높고, 차분한 색상으로 어느 룩에나 손쉽게 스타일링할 수 있습니다. 넉넉한 오버핏 실루엣으로 툭 걸쳐 아우터처럼 활용하기 좋은 스타일로, 간절기 또는 선선한 바람이 부는 아침저녁에 활용하기 좋습니다.",애쉬,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/09/04/GM0024090412458_0_THNAIL_ORGINL_20241025180543739.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
브러쉬드 빅체크 포켓 셔츠,23,1,"197,100",10,"부드럽게 표면을 긁어 일으킨 브러쉬드 소재로 제작한 체크 셔츠입니다. 도톰한 소재로 보온성과 촉감이 좋고, 앞면 포켓이 실용적이면서 캐주얼한 무드를 더해줍니다. 여유 있는 레귤러핏으로 이너로 레이어드해서 착용하거나, 티셔츠 위에 가볍게 걸쳐 코디하기 좋은 아이템입니다.",블루,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/09/25/GM0024092540999_0_THNAIL_ORGINL_20241028114237408.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
남녀공용 블랙워치 체크 셔츠,23,1,"161,100",10,"부드러운 코튼 소재로 제작한 블랙 워치 체크 셔츠입니다. 기본에 충실한 소재와 헤리티지 있는 체크 패턴이 별다른 포인트 스타일링 없이도 고급스러움을 더합니다. 여유 있는 레귤러 핏으로 아우터처럼 가볍게 걸쳐도 감각적인 느낌을 더해주며 데일리 하게 연출하기 좋은 아이템입니다.",블랙,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/07/19/GM0024071969993_0_THNAIL_ORGINL_20240821211023141.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
남녀공용 코듀로이 솔리드 셔츠,23,1,"179,100",10,"유행을 타지 않는 클래식한 디자인으로 오래도록 입을 수 있는 코듀로이 셔츠입니다. 부드러운 면 소재로 제작한 군더더기 없는 기본 아이템으로 오래도록 소장 가치가 있습니다. 몸에 편안하게 맞는 레귤러핏이며, 성별에 관계없이 착용할 수 있는 자연스러운 색감의 제품으로 데일리룩부터 오피스룩까지 폭넓게 활용할 수 있습니다",그린,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/08/20/GM0024082003371_0_THNAIL_ORGINL_20240924163312296.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
울코튼 빅체크 셔츠,23,1,"197,100",10,"도톰한 울 블렌드 소재로 포근한 촉감을 선사하는 빅체크 셔츠입니다. 군더더기 없이 간결하면서도 캐주얼한 빅체크 패턴이 유행에 상관없이 오랫동안 착용하기 좋습니다. 여유 있는 레귤러핏으로 단독으로 착용은 물론, 재킷이나 스웨터에 레이어드하여 활용하기도 좋은 아이템입니다.",네이비,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/02/GM0024100235432_0_THNAIL_ORGINL_20241112174651931.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
브러쉬드 빅체크 포켓 셔츠,23,1,"197,100",10,"부드럽게 표면을 긁어 일으킨 브러쉬드 소재로 제작한 체크 셔츠입니다. 도톰한 소재로 보온성과 촉감이 좋고, 앞면 포켓이 실용적이면서 캐주얼한 무드를 더해줍니다. 여유 있는 레귤러핏으로 이너로 레이어드해서 착용하거나, 티셔츠 위에 가볍게 걸쳐 코디하기 좋은 아이템입니다.",네이비,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/09/25/GM0024092541001_0_THNAIL_ORGINL_20241025180248996.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
울코튼 빅체크 셔츠,23,1,"197,100",10,"도톰한 울 블렌드 소재로 포근한 촉감을 선사하는 빅체크 셔츠입니다. 군더더기 없이 간결하면서도 캐주얼한 빅체크 패턴이 유행에 상관없이 오랫동안 착용하기 좋습니다. 여유 있는 레귤러핏으로 단독으로 착용은 물론, 재킷이나 스웨터에 레이어드하여 활용하기도 좋은 아이템입니다.",아이보리,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/02/GM0024100235430_0_THNAIL_ORGINL_20241112161707493.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
[Essential] 남녀공용 데님 셔츠,23,1,"170,100",10,"자연스러운 워싱 가공으로 데님 고유의 빈티지한 무드가 잘 드러나는 데님 셔츠입니다. 넥 라인과 앞면 하단에 에센셜만의 디테일이 클래식한 무드를 선사하며, 유행을 타지 않는 기본적인 색상으로 구성되어 일상에서 자주 손이 갈 아이템입니다. 간결한 디자인으로 어느 아이템과 연출해도 조화롭고, 남녀 공용 아이템으로 커플룩으로 활용하기 좋습니다.",네이비,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/07/16/GM0024071638919_0_THNAIL_ORGINL_20240822105732900.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
[Essential] 남녀공용 브러쉬드 헤릿체크 셔츠,23,1,"179,100",10,"헤리티지가 느껴지는 패턴과 디테일로 고급스러움을 더한 체크 셔츠입니다. 넥 라인과 앞면 하단에 에센셜만의 디테일이 클래식한 무드를 선사하며, 기본에 충실한 디자인으로 데일리 아이템으로 손색이 없습니다. 레귤러 핏으로 움직임이 편안하며 다양한 아이템과 레이어드하기 쉽고, 남녀 공용 아이템으로 커플룩으로 활용하기 좋습니다.",그린,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/08/30/GM0024083093562_0_THNAIL_ORGINL_20240924183723826.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
남녀공용 코듀로이 솔리드 셔츠,23,1,"179,100",10,"유행을 타지 않는 클래식한 디자인으로 오래도록 입을 수 있는 코듀로이 셔츠입니다. 부드러운 면 소재로 제작한 군더더기 없는 기본 아이템으로 오래도록 소장 가치가 있습니다. 몸에 편안하게 맞는 레귤러 핏이며, 성별에 관계없이 착용할 수 있는 자연스러운 색감의 제품으로 데일리룩부터 오피스룩까지 폭넓게 활용할 수 있습니다.",블루,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/08/26/GM0024082632352_0_THNAIL_ORGINL_20240924172128538.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
브러쉬드 변형 타탄 체크 셔츠,23,1,"179,100",10,"세심하게 디자인한 체크 패턴이 캐주얼한 데일리룩을 완성해주는 셔츠입니다. 보들보들한 촉감이 매력적이며, 캐주얼한 빅체크가 별다른 포인트 스타일링 없이도 데일리룩에 고급스러움을 더합니다. 여유 있는 레귤러핏으로 아우터처럼 가볍게 걸쳐도 감각적인 느낌을 더해주어 일상에서 자주 손이 갈 아이템입니다.",네이비,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/09/12/GM0024091210295_0_THNAIL_ORGINL_20241015180637997.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
남녀공용 코듀로이 솔리드 셔츠,23,1,"179,100",10,"유행을 타지 않는 클래식한 디자인으로 오래도록 입을 수 있는 코듀로이 셔츠입니다. 부드러운 면 소재로 제작한 군더더기 없는 기본 아이템으로 오래도록 소장 가치가 있습니다. 몸에 편안하게 맞는 레귤러핏이며, 성별에 관계없이 착용할 수 있는 자연스러운 색감의 제품으로 데일리룩부터 오피스룩까지 폭넓게 활용할 수 있습니다.",아이보리,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/08/20/GM0024082003369_0_THNAIL_ORGINL_20240924163307694.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100