스웨이드 가죽 구스다운 아우터,21,1,"1,053,000",19,"고급스러운 고트(염소) 스웨이드를 사용한 구스다운 아우터입니다. 구스다운 충전재를 사용하여 일반 스웨이드 가죽 아우터보다 따뜻하게 착용 가능합니다. 소매와 허리 밑단에 니트 조직 배색이 있어 어느 체형이나 잘 어울립니다.",브라운,"겉감: 천연가죽.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/30/GM0024103019868_0_THNAIL_ORGINL_20241101161504699.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
캐주얼 푸퍼 롱,21,1,"773,100",10,"캐주얼한 디자인의 롱 파카 구스다운 아우터입니다. 가벼운 나일론 겉감 소재에 포근한 경량 안감을 사용하여 편안합니다. 탈부착 양모(무톤) 배색 디자인으로 부드러우며 고급스럽습니다. 내부 허리 스트링이 있어 체형에 따라 다양한 형태로 착용 가능합니다. 동물복지 RDS 구스 다운을 사용했습니다.",블랙,"겉감: 나일론 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/11/01/GM0024110178444_0_THNAIL_ORGINL_20241105120437342.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
캐주얼 푸퍼 롱,21,1,"773,100",10,"캐주얼한 디자인의 롱 파카 구스다운 아우터입니다. 가벼운 나일론 겉감 소재에 포근한 경량 안감을 사용하여 편안합니다. 탈부착 양모(무톤) 배색 디자인으로 부드러우며 고급스럽습니다. 내부 허리 스트링이 있어 체형에 따라 다양한 형태로 착용 가능합니다. 동물복지 RDS 구스 다운을 사용했습니다.",와인,"겉감: 나일론 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/11/01/GM0024110178447_0_THNAIL_ORGINL_20241111143531077.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
캐주얼 푸퍼 다운,21,1,"566,190",19,"캐주얼한 디자인의 구스다운 아우터입니다. 가벼운 나일론 겉감 소재에 포근한 경량 안감을 사용하여 편안합니다. 탈부착 가능한 후드와 밑단 스트링이 있어 다양한 형태로 착용 가능합니다. 소매 안 니트 조직 배색과 주머니 속 플리스 포켓팅을 더해 더 따스하게 입을 수 있습니다. GRS 인증받은 친환경 원단 및 동물복지 RDS 구스 다운을 사용했습니다.",블랙,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/09/19/GM0024091978251_0_THNAIL_ORGINL_20240926101518296.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
일체형 화섬 다운 카코트,21,1,"533,790",19,"가을부터 초겨울까지 고민없이 입을 수 있는 포근하고 가벼운 다운 코트입니다. 가볍고 관리하기 쉬운 폴리에스테르 겉감 소재로 제작하였습니다. 주머니 안쪽에는 플리스 안감이 있어 부드럽고 폭신한 촉감을 느낄 수 있습니다. 날씨에 따라 들고 다녀도 부담스럽지 않은 가벼운 무게감이 장점이며 기본에 충실한 디자인으로 몇 년이 지나도 꺼내 입기 좋은 아이템입니다.",네이비,"겉감: 폴리에스터 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/30/GM0024103023923_0_THNAIL_ORGINL_20241030184834455.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
캐주얼 푸퍼 다운,21,1,"566,190",19,"캐주얼한 디자인의 구스다운 아우터입니다. 가벼운 나일론 겉감 소재에 포근한 경량 안감을 사용하여 편안합니다. 탈부착 가능한 후드와 밑단 스트링이 있어 다양한 형태로 착용 가능합니다. 소매 안 니트 조직 배색과 주머니 속 플리스 포켓팅을 더해 더 따스하게 입을 수 있습니다. GRS 인증받은 친환경 원단 및 동물복지 RDS 구스 다운을 사용했습니다.",베이지,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/09/19/GM0024091978256_0_THNAIL_ORGINL_20241111143530654.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
스태디움 다운 점퍼,21,1,"287,280",28,"스태디움넥 디자인의 캐주얼 다운 점퍼입니다. 경량 다운과 푸퍼 다운 사이의 두께로 부담스럽지 않은 볼륨감에 보온성도 갖춘 실용적 아이템입니다. 동물복지 RDS 덕 다운을 사용하였으며, 후드 티셔츠, 데님 팬츠와 함께 편안한 캐주얼룩으로 활용하기 좋은 상품입니다.",네이비,NULL,https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/08/30/GM0024083001633_0_THNAIL_ORGINL_20241015181753239.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
캐주얼 푸퍼 다운,21,1,"566,190",19,"캐주얼한 디자인의 구스다운 아우터입니다. 가벼운 나일론 겉감 소재에 포근한 경량 안감을 사용하여 편안합니다. 탈부착 가능한 후드와 밑단 스트링이 있어 다양한 형태로 착용 가능합니다. 소매 안 니트 조직 배색과 주머니 속 플리스 포켓팅을 더해 더 따스하게 입을 수 있습니다. GRS 인증받은 친환경 원단 및 동물복지 RDS 구스 다운을 사용했습니다.",네이비,"겉감 : 나일론 100%, 재생 나일론 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/17/GM0024101731729_0_THNAIL_ORGINL_20241112161719161.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
캐주얼 푸퍼 다운,21,1,"566,190",19,"캐주얼한 디자인의 구스다운 아우터입니다. 가벼운 나일론 겉감 소재에 포근한 경량 안감을 사용하여 편안합니다. 탈부착 가능한 후드와 밑단 스트링이 있어 다양한 형태로 착용 가능합니다. 소매 안 니트 조직 배색과 주머니 속 플리스 포켓팅을 더해 더 따스하게 입을 수 있습니다. GRS 인증받은 친환경 원단 및 동물복지 RDS 구스 다운을 사용했습니다.",오렌지,"겉감 : 나일론 100%, 재생 나일론 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/09/20/GM0024092092373_0_THNAIL_ORGINL_20241022183719918.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
일체형 화섬 다운 카코트,21,1,"533,790",19,"가을부터 초겨울까지 고민없이 입을 수 있는 포근하고 가벼운 다운 코트입니다. 가볍고 관리하기 쉬운 폴리에스테르 겉감 소재로 제작하였습니다. 주머니 안쪽에는 플리스 안감이 있어 부드럽고 폭신한 촉감을 느낄 수 있습니다. 날씨에 따라 들고 다녀도 부담스럽지 않은 가벼운 무게감이 장점이며 기본에 충실한 디자인으로 몇 년이 지나도 꺼내 입기 좋은 아이템입니다.",그레이,"겉감: 폴리에스터 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/30/GM0024103023922_0_THNAIL_ORGINL_20241030184833087.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
화섬 하이브리드 재킷,21,1,"517,590",19,"폴리 소재로 제작한 실용성 좋은 다운 재킷입니다. 재킷 외형의 포멀함과 아우터의 실용성을 합친 아이템으로 데일리로 착용하기 좋습니다. 지퍼로 연결되는 화섬 인셋 부분과 구스 다운 충전재를 사용하여 보온성을 높였고, 하단에 환기가 가능한 촘촘한 구멍들이 있어 입었을 때 부해 보이지 않고 자연스러운 실루엣을 연출합니다.",네이비,"겉감: 폴리에스터 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/18/GM0024101854641_0_THNAIL_ORGINL_20241030182251740.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
클래식 푸퍼 다운,21,1,"404,190",19,"얇은 겉감을 덧대어 은은하게 퀼팅선이 비치는 쉐도우 구스다운 아우터입니다. 뽀송한 감촉의 경량 폴리에스터 원단을 겉감부터 안감까지 사용하여 가볍고 따뜻하며, 포근하게 감싸주는 착용감을 선사합니다. 넥과 소매 부분 안쪽으로 니트 조직 배색이 있으며 허리 밑단 스트링이 있어 체형에 따라 조정 가능합니다. 내장형 후드가 있어 필요에 따라 활용 할 수 있습니다.",블랙,"겉감: 폴리에스터 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/18/GM0024101854643_0_THNAIL_ORGINL_20241112161650574.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
클래식 푸퍼 베스트,21,1,"274,590",19,"얇은 겉감을 덧대어 은은하게 퀼팅선이 비치는 쉐도우 구스다운 베스트 입니다. 뽀송한 촉감의 경량 폴리에스터 원단을 겉감부터 안감 모두 사용하여 가볍고 포근하게 감싸주는 착용감을 선사합니다. 베스트 단품으로 활용할 뿐만 아니라 재킷이나 코트 위에 입을 때 더욱 트랜디한 느낌으로 스타일링 가능합니다. 동물복지 RDS 구스 다운을 사용했습니다.",네이비,"겉감: 폴리에스터 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/16/GM0024101616206_0_THNAIL_ORGINL_20241018113915402.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
캐주얼 푸퍼 컬러믹스 다운,21,1,"614,790",19,"네가지 색상을 믹스한 구스다운 아우터입니다. 가벼운 나일론 겉감 소재에 포근한 경량 안감을 사용하여 편안합니다. 탈부착 가능한 후드와 밑단 스트링이 있어 다양한 형태로 착용 가능합니다. 소매 안 니트 조직 배색과 주머니 속 플리스 포켓팅을 더해 더 따스하게 입을 수 있습니다. GRS 인증받은 친환경 원단 및 동물복지 RDS 구스 다운을 사용했습니다.",그린,"겉감 : 나일론 100%, 재생 나일론 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/09/20/GM0024092092374_0_THNAIL_ORGINL_20241111143531387.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100
클래식 푸퍼 다운,21,1,"404,190",19,"얇은 겉감을 덧대어 은은하게 퀼팅선이 비치는 쉐도우 구스다운 아우터입니다. 뽀송한 감촉의 경량 폴리에스터 원단을 겉감부터 안감까지 사용하여 가볍고 따뜻하며, 포근하게 감싸주는 착용감을 선사합니다. 넥과 소매 부분 안쪽으로 니트 조직 배색이 있으며 허리 밑단 스트링이 있어 체형에 따라 조정 가능합니다. 내장형 후드가 있어 필요에 따라 활용 할 수 있습니다.",애쉬,"겉감: 폴리에스터 100%.",https://img.ssfshop.com/cmd/LB_750x1000/src/https://img.ssfshop.com/goods/BPBR/24/10/18/GM0024101854642_0_THNAIL_ORGINL_20241112161648058.jpg,NULL,NULL,0,0,SYSDATE,SYSDATE,1,NULL,0,100